Unnamed: 0,Vmag,Plx,e_Plx,B-V,SpType,StarType
514,8.69,7.38,1.55,0.509,F8,Unknown
515,8.57,-0.16,1.12,1.612,M1III,Giant
516,8.89,5.95,1.14,0.476,F5IV/V,Giant
517,5.98,49.3,1.05,0.687,G5V,Dwarf
518,7.92,5.38,1.67,0.459,F3IV,Giant
519,7.6,2.35,1.15,1.539,M...,Unknown
520,8.22,4.71,1.03,1.22,K2,Unknown
521,5.7,39.0,0.64,0.519,G1IV...,Giant
522,12.17,56.92,2.73,1.55,M4,Unknown
523,8.75,7.24,1.32,0.487,F6/F7V,Dwarf
524,6.93,8.6,0.73,1.086,K0,Unknown
525,7.97,4.78,0.82,0.256,F0,Unknown
526,8.06,3.09,0.8,1.431,K2,Unknown
527,10.13,4.69,1.62,0.593,F8,Unknown
528,7.31,6.73,0.9,0.402,F2IV,Giant
529,8.35,8.11,0.91,0.624,G1V,Dwarf
530,5.57,3.32,0.54,-0.023,B9III,Giant
531,9.85,4.6,1.18,0.526,F6V,Dwarf
532,9.16,-1.67,1.78,1.045,G8III,Giant
533,9.03,3.63,1.27,1.349,K1/K2III:,Giant
534,10.07,5.95,1.54,0.59,F5,Unknown
535,9.76,2.9,1.34,1.39,M6e,Unknown
536,9.35,3.91,1.56,0.41,F2V,Dwarf
537,10.95,13.26,2.41,1.008,K1,Unknown
538,8.87,6.15,1.06,0.426,F8,Unknown
539,6.68,5.13,0.79,0.986,G9III,Giant
540,9.69,10.02,3.4,0.578,F6V,Dwarf
541,8.05,4.21,1.09,0.112,A0,Unknown
542,10.3,2.04,1.67,0.506,F5,Unknown
543,6.07,72.98,0.75,0.752,K0V,Dwarf
544,8.51,4.0,1.09,1.107,K0,Unknown
545,7.71,5.02,0.87,1.038,G8III,Giant
546,8.56,5.61,1.12,0.548,F7V,Dwarf
547,8.26,2.44,0.98,1.233,K0,Unknown
548,11.55,-0.29,2.47,0.49,Unknown,Unknown
549,8.62,2.41,1.12,0.148,B9,Unknown
550,10.92,5.29,6.06,0.792,Unknown,Unknown
551,10.51,1.92,2.72,0.759,Unknown,Unknown
552,9.83,2.3,10.4,0.587,G2/G3V,Dwarf
553,9.84,9.89,1.59,0.69,G0,Unknown
554,9.74,4.82,1.5,0.494,F8,Unknown
555,8.21,9.08,1.09,0.574,F8,Unknown
556,8.72,6.36,0.97,0.41,F4IVws,Giant
557,8.03,1.65,0.76,1.631,K5p...,Unknown
558,9.0,0.55,1.1,-0.09,F5,Unknown
559,6.19,25.59,0.75,0.386,F2IV,Giant
560,11.79,3.17,2.2,0.71,Unknown,Unknown
561,8.22,3.69,1.0,0.951,G5,Unknown
562,7.93,4.96,0.97,1.107,K0,Unknown
563,10.18,0.77,1.61,0.58,F5V,Dwarf
564,8.98,6.64,1.23,0.567,F8,Unknown
565,9.13,1.34,1.33,1.125,K0,Unknown
566,6.91,3.69,0.8,1.123,K0III,Giant
567,8.79,1.16,1.17,1.234,K3III,Giant
568,8.23,18.71,1.05,0.58,G0,Unknown
569,12.19,3.82,3.43,0.612,Unknown,Unknown
570,10.24,3.82,3.43,0.402,F2/F3V,Dwarf
571,8.83,2.0,1.14,1.114,G5,Unknown
572,7.62,3.73,0.94,0.955,G8III,Giant
573,8.96,4.04,1.13,0.446,F3IV/V,Giant
574,10.41,2.89,1.9,0.51,B8,Unknown
575,8.97,3.75,1.18,0.05,A,Unknown
576,9.61,15.97,1.47,0.761,G5,Unknown
577,8.29,8.4,0.93,0.387,F0,Unknown
578,8.3,0.43,1.15,1.552,M...,Unknown
579,8.26,4.01,1.06,0.494,F5,Unknown
580,7.44,7.12,0.92,0.203,A5,Unknown
581,9.52,4.4,1.07,0.19,A0V,Dwarf
582,8.2,4.41,0.71,0.295,A3,Unknown
583,8.68,7.89,2.34,0.529,F5V,Dwarf
584,8.65,4.33,1.16,0.061,A1V,Dwarf
585,10.52,6.74,2.27,0.512,G0,Unknown
586,8.41,5.14,1.01,0.405,F3V,Dwarf
587,9.18,5.85,1.26,0.333,F2,Unknown
588,8.42,4.84,0.88,0.345,A3,Unknown
589,8.86,3.28,1.1,1.552,M5,Unknown
590,7.92,4.03,0.9,1.054,K0,Unknown
591,10.97,-0.66,2.25,0.33,Unknown,Unknown
592,8.85,4.19,1.28,0.323,A3,Unknown
593,9.31,6.51,1.2,0.226,A9V,Dwarf
594,10.28,6.34,2.0,0.503,F3V,Dwarf
595,7.56,11.92,0.61,0.419,F5IV-V,Giant
596,7.88,4.23,0.74,0.407,F2,Unknown
597,7.99,3.54,1.0,1.441,K0,Unknown
598,8.23,17.18,1.0,0.599,F8/G0V,Dwarf
599,8.52,2.2,1.24,1.084,K1III,Giant
600,9.14,17.98,2.35,0.74,G5,Unknown
601,6.2,6.24,0.85,0.133,A2IV/V,Giant
602,7.64,5.87,1.72,0.493,F5,Unknown
603,8.95,8.23,1.18,0.653,G0,Unknown
604,7.48,2.87,0.87,1.532,K5III,Giant
605,7.06,20.63,0.91,0.463,F5V,Dwarf
606,7.33,9.37,0.84,1.011,K1IV,Giant
607,8.98,1.52,2.42,0.739,G5,Unknown
608,8.24,7.19,1.22,0.271,A6:m...,Unknown
609,8.53,7.21,1.14,0.909,K0V,Dwarf
610,8.4,2.19,0.77,1.014,G8III,Giant
611,7.48,7.51,0.77,0.466,F5IV/V,Giant
612,8.46,1.63,1.06,1.59,K0,Unknown
613,9.29,2.41,1.07,1.01,K0,Unknown
614,8.57,5.48,0.94,0.249,A5,Unknown
615,8.7,30.76,1.21,0.798,K0V,Dwarf
616,8.5,10.08,0.93,0.451,F5,Unknown
617,8.37,8.86,1.46,0.595,F7V,Dwarf
618,6.87,6.05,0.77,1.124,G5,Unknown
619,7.5,2.5,0.69,1.703,M1III,Giant
620,7.39,2.53,0.57,-0.018,B9IV,Giant
621,8.19,8.21,0.99,0.584,F8/G0V,Dwarf
622,7.56,2.74,1.26,0.9,G5,Unknown
623,8.37,9.73,1.0,0.379,F0,Unknown
624,7.39,5.37,0.8,1.008,K0,Unknown
625,6.73,10.14,0.73,0.951,G5,Unknown
626,8.66,2.38,0.88,0.79,G3III,Giant
627,8.25,2.89,1.06,0.17,A0,Unknown
628,8.47,3.33,1.15,0.953,G5,Unknown
629,8.01,9.58,0.89,0.456,F5,Unknown
630,6.83,7.84,0.65,1.158,K1/K2III,Giant
631,9.06,1.6,1.32,1.074,M2III:,Giant
632,8.79,4.21,1.16,1.127,K2III,Giant
633,7.44,7.19,0.92,0.478,F5,Unknown
634,6.43,6.69,0.92,-0.146,B8IIIsp...,Giant
635,5.93,12.45,0.74,0.141,A1V,Dwarf
636,8.85,4.31,1.43,1.196,K0,Unknown
637,9.86,4.43,1.32,0.244,A2,Unknown
638,8.55,7.06,1.33,0.964,G5,Unknown
639,7.66,5.76,0.78,0.181,A3,Unknown
640,7.82,21.83,0.84,0.61,G0,Unknown
641,9.08,11.55,1.4,0.595,G0,Unknown
642,10.1,5.57,1.58,0.57,F8,Unknown
643,8.21,3.5,1.11,1.087,K0/K1III,Giant
644,8.85,7.79,2.24,0.631,G3:V: + G2:,Dwarf
645,7.79,1.17,0.67,1.45,K3III,Giant
646,7.58,3.64,0.94,1.271,K1IV,Giant
647,7.85,10.66,0.99,0.505,F5V,Dwarf
648,7.18,8.95,0.6,0.156,A3V,Dwarf
649,7.54,3.83,0.93,0.408,F2,Unknown
650,9.72,6.43,1.39,0.434,F3/F5V,Dwarf
651,7.12,8.19,0.74,0.184,A5,Unknown
652,9.77,6.67,1.5,0.306,A8/A9V,Dwarf
653,8.84,4.37,1.17,1.042,K0III,Giant
654,5.67,10.02,0.71,1.119,K1III,Giant
655,8.15,9.77,0.98,0.617,F8,Unknown
656,9.61,3.92,1.34,0.961,G5,Unknown
657,8.19,3.44,1.16,1.079,G5,Unknown
658,7.27,4.9,0.76,0.207,A3,Unknown
659,8.51,3.26,0.84,0.215,A0,Unknown
660,8.36,2.42,0.93,1.113,K1IIICN...,Giant
661,10.0,4.93,1.47,0.55,G0,Unknown
662,8.74,1.92,0.83,1.227,K2III,Giant
663,6.18,3.25,0.96,1.366,K2III,Giant
664,10.26,7.53,1.63,0.73,G0,Unknown
665,10.16,5.68,2.36,0.393,F5V,Dwarf
666,8.31,4.08,1.06,1.053,K0,Unknown
667,8.58,3.46,0.97,0.915,G5,Unknown
668,7.04,36.18,1.02,0.624,G2/G3V,Dwarf
669,8.81,3.75,1.19,0.31,A2,Unknown
670,5.99,9.79,0.92,1.034,G8III:,Giant
671,8.22,3.5,1.43,1.064,K1III,Giant
672,9.86,7.73,3.35,0.789,K0V,Dwarf
673,8.0,2.84,1.05,1.193,G5,Unknown
674,9.4,10.7,1.27,0.57,G0,Unknown
675,9.1,3.83,1.17,1.169,K1IV,Giant
676,2.07,33.6,0.73,-0.038,B9p,Unknown
677,8.11,2.18,0.95,0.098,A0,Unknown
678,8.89,2.8,1.1,1.179,K1III,Giant
679,9.43,1.52,1.51,0.47,F2V,Dwarf
680,7.59,25.15,0.97,0.626,G2V,Dwarf
681,8.72,2.88,1.35,0.071,A0,Unknown
682,9.86,2.3,1.46,0.157,A3III,Giant
683,9.23,0.65,1.34,0.988,K0III,Giant
684,9.5,5.59,1.5,0.493,G:III/IV+..,Giant
685,10.73,45.64,1.92,1.46,M0,Unknown
686,7.59,7.6,0.89,0.508,F3/F5V,Dwarf
687,7.41,12.72,0.86,0.606,F8,Unknown
688,9.26,11.01,0.95,0.675,G3/G5IV/V,Giant
689,7.78,14.43,0.96,0.358,F5,Unknown
690,7.76,2.77,1.26,1.618,K2,Unknown
691,8.94,9.47,1.13,0.419,F5,Unknown
692,8.95,2.3,1.37,0.435,F2,Unknown
693,6.41,2.17,0.63,0.998,G3II,Giant
694,6.11,2.42,0.79,1.664,M0/M1IIICNp,Giant
695,7.76,8.84,0.94,0.415,F2,Unknown
696,7.38,2.89,0.71,1.326,K3III,Giant
697,6.21,30.26,0.69,0.504,F8IV,Giant
698,7.05,5.97,1.04,0.963,G5,Unknown
699,7.44,6.36,0.66,-0.006,A0,Unknown
700,8.5,5.07,1.56,0.406,F2III/IV,Giant
701,7.84,5.19,0.91,1.125,K0,Unknown
702,11.01,-2.92,2.5,1.5,Unknown,Unknown
703,7.88,5.03,0.85,0.473,F3V,Dwarf
704,9.1,3.19,0.96,1.113,K0III,Giant
705,8.65,6.86,1.05,0.471,F3V,Dwarf
706,8.41,16.24,0.7,0.588,G2V,Dwarf
707,7.81,8.58,0.86,0.481,F5IV,Giant
708,7.43,11.61,1.01,0.296,F0,Unknown
709,8.76,0.97,1.18,0.965,G5,Unknown
710,7.58,4.72,0.82,0.994,G5,Unknown
711,9.55,4.78,1.13,0.473,F5V,Dwarf
712,6.82,3.19,0.76,1.568,K5,Unknown
713,10.24,1.8,1.68,0.46,F0,Unknown
714,6.24,7.78,0.81,0.976,K0III,Giant
715,7.31,1.36,1.53,1.43,K2,Unknown
716,10.52,3.4,1.82,0.51,F5,Unknown
717,9.27,0.25,1.21,1.146,K1III,Giant
718,7.13,3.16,0.96,1.64,M2III,Giant
719,9.14,2.6,1.43,1.053,K1III,Giant
720,8.48,12.89,1.03,0.537,G0,Unknown
721,8.57,31.34,2.1,0.885,G5,Unknown
722,7.21,7.86,1.07,1.087,K0III,Giant
723,9.05,1.01,1.33,1.64,K5,Unknown
724,7.72,18.22,0.95,0.62,G0V,Dwarf
725,8.03,7.7,0.96,0.364,A3,Unknown
726,6.47,8.65,0.94,0.242,A4Vm,Dwarf
727,5.57,11.17,0.72,1.043,G9III,Giant
728,6.32,7.0,0.74,0.738,G4IV...,Giant
729,7.78,6.49,0.82,0.417,F3IV/V,Giant
730,11.65,22.5,2.96,1.26,M1,Unknown
731,8.58,10.46,1.13,0.714,G5,Unknown
732,10.37,3.89,1.6,0.432,F2,Unknown
733,9.23,6.32,1.08,0.383,F5,Unknown
734,9.2,8.35,1.16,0.811,G8V,Dwarf
735,6.93,16.09,0.75,0.8,G5,Unknown
736,11.73,42.82,2.61,1.493,Unknown,Unknown
737,9.32,4.32,1.37,0.549,F6V,Dwarf
738,7.11,8.73,0.77,0.476,F5,Unknown
739,9.79,0.11,1.41,1.01,K1,Unknown
740,8.21,2.98,1.01,1.339,K3III,Giant
741,8.42,1.37,1.61,1.4,K1,Unknown
742,7.05,3.15,0.72,-0.122,B5V,Dwarf
743,9.26,6.75,1.19,0.671,G3V,Dwarf
744,2.28,59.89,0.56,0.38,F2III-IV,Giant
745,8.77,4.8,2.04,0.461,G5,Unknown
746,9.25,5.87,1.08,0.537,G0,Unknown
747,9.3,4.36,1.46,0.972,K2III,Giant
748,10.63,12.2,9.4,0.525,Unknown,Unknown
749,9.9,4.56,1.26,0.561,F8,Unknown
750,9.89,6.48,1.77,0.617,F8,Unknown
751,9.33,17.75,1.21,0.812,G0,Unknown
752,7.78,22.07,2.31,0.68,G0,Unknown
753,7.02,17.03,0.69,0.932,K0,Unknown
754,11.26,5.08,2.0,0.612,Unknown,Unknown
755,8.89,1.97,1.11,1.033,G8III,Giant
756,9.6,7.75,1.28,0.446,F6V,Dwarf
757,7.07,19.28,0.79,0.644,G2III,Giant
758,6.01,8.56,1.17,0.203,A7IV,Giant
759,5.42,14.57,1.34,0.414,F3V,Dwarf
760,9.11,11.89,1.31,0.83,G8/K0V,Dwarf
761,8.24,1.42,1.15,0.08,B5V,Dwarf
762,8.97,6.32,1.2,0.442,F0,Unknown
763,3.88,23.28,0.98,1.013,K0III,Giant
764,8.59,7.58,1.2,0.484,F5,Unknown
765,7.17,4.96,0.74,0.031,B9,Unknown
766,7.94,13.8,1.3,0.66,G3V,Dwarf
767,7.27,4.21,1.0,1.22,G5,Unknown
768,9.59,1.88,1.4,0.49,G0,Unknown
769,7.94,2.08,1.14,1.439,K0,Unknown
770,8.52,16.26,0.98,0.687,G3V,Dwarf
771,7.59,5.36,0.88,1.005,G8IV,Giant
772,9.17,1.78,1.37,1.029,K1III,Giant
773,8.08,4.57,0.82,1.068,K1III,Giant
774,9.8,3.03,1.5,0.524,F5/F6V,Dwarf
775,8.92,8.17,1.89,0.499,F5V,Dwarf
776,9.91,4.45,1.34,0.355,F0V,Dwarf
777,9.42,4.76,2.01,1.565,M1Ibpev comp,Giant
778,8.84,2.91,1.13,1.128,K0,Unknown
779,10.15,1.4,2.33,1.5,M3e-M8e,Unknown
780,8.37,3.25,1.5,0.952,G8III,Giant
781,9.33,-0.54,1.36,1.63,K2/K3,Unknown
782,9.35,0.55,1.21,0.075,B8,Unknown
783,7.4,4.31,0.7,1.571,M2III,Giant
784,8.35,6.9,1.41,0.437,F3/F5V,Dwarf
785,9.53,23.86,1.59,0.965,K1/K2V,Dwarf
786,9.59,6.24,1.42,0.469,F5,Unknown
787,10.05,0.16,1.39,0.486,F8,Unknown
788,8.57,13.92,1.11,0.644,G3V,Dwarf
789,8.48,5.62,1.04,0.56,G0,Unknown
790,8.43,12.54,1.23,0.906,G5,Unknown
791,8.45,3.57,1.05,0.955,G5,Unknown
792,8.84,17.08,1.86,0.833,K1V,Dwarf
793,11.18,1.31,1.92,0.612,Unknown,Unknown
794,8.64,14.21,4.23,0.716,G5,Unknown
795,8.42,4.58,1.13,0.41,F5,Unknown
796,6.34,7.37,0.57,0.164,A6V,Dwarf
797,7.93,2.27,1.15,1.301,K0,Unknown
798,8.36,5.18,1.15,1.072,K0,Unknown
799,8.32,18.8,1.05,0.595,G2/G3V,Dwarf
800,7.77,1.52,1.13,1.219,G5,Unknown
801,6.84,2.68,1.06,1.611,K2,Unknown
802,8.78,8.36,0.83,1.011,K1IV/V,Giant
803,7.19,4.44,0.79,0.974,K1II,Giant
804,8.5,1.7,1.1,1.166,K5,Unknown
805,8.82,5.8,1.28,0.62,F8,Unknown
806,9.04,7.14,1.07,0.542,G5,Unknown
807,7.93,4.37,0.77,0.964,K0III,Giant
808,7.66,6.14,0.89,0.139,A2V,Dwarf
809,10.07,-0.35,2.7,0.612,Gp...,Unknown
810,9.03,1.27,1.07,1.014,K0,Unknown
811,5.54,10.04,0.86,-0.064,B9V,Dwarf
812,5.29,13.45,0.5,1.049,K1/K2III,Giant
813,8.13,9.63,0.81,0.456,F3V,Dwarf
814,7.51,7.21,1.55,0.251,A3+...,Unknown
815,9.08,1.56,0.89,1.031,G8III/IV,Giant
816,7.1,10.24,1.21,0.345,F0,Unknown
817,7.88,11.15,0.68,0.476,F5V,Dwarf
818,9.4,1.08,0.93,0.539,F8,Unknown
819,9.06,4.59,1.12,0.293,A0,Unknown
820,8.38,7.73,0.7,0.371,F5,Unknown
821,10.65,10.83,2.1,1.077,K8,Unknown
822,7.77,3.13,0.9,1.603,M...,Unknown
823,8.5,4.15,1.03,1.042,K0,Unknown
824,8.61,3.05,1.08,1.156,G5,Unknown
825,10.05,6.95,1.59,0.7,G0,Unknown
826,8.71,3.6,1.01,0.594,F0,Unknown
827,9.37,4.95,1.42,0.409,F0V,Dwarf
828,6.97,3.21,0.6,1.377,K3III,Giant
829,8.56,8.5,2.9,0.524,F5V,Dwarf
830,9.34,-2.57,1.52,0.815,G8V,Dwarf
831,9.47,6.1,1.56,0.526,F7V,Dwarf
832,8.11,4.74,0.83,1.032,K0,Unknown
833,8.91,3.93,1.13,0.356,F0III,Giant
834,7.83,1.12,0.83,1.311,G8III,Giant
835,8.95,2.74,1.18,1.104,K0,Unknown
836,7.2,2.98,0.81,-0.053,B9,Unknown
837,9.37,5.26,0.97,0.411,F2/F3V,Dwarf
838,5.84,18.18,0.92,0.973,K1III,Giant
839,5.01,3.24,0.68,0.405,F2II,Giant
840,9.81,3.85,1.39,0.437,F3V,Dwarf
841,9.27,2.76,1.18,1.12,K0,Unknown
842,9.5,7.14,1.38,0.423,F3/F5V,Dwarf
843,9.32,4.82,1.18,0.511,F5V,Dwarf
844,8.92,13.53,1.28,0.578,G2V,Dwarf
845,8.38,10.15,1.04,0.508,F7V,Dwarf
846,7.74,10.35,0.82,0.473,A,Unknown
847,8.6,3.27,1.2,1.042,K0,Unknown
848,9.49,4.92,3.74,1.232,K2III:,Giant
849,8.35,6.17,1.02,0.528,F7V,Dwarf
850,7.11,3.65,0.87,1.528,M4III:,Giant
851,9.87,4.11,2.38,0.503,F2V,Dwarf
852,8.98,7.48,1.29,0.471,G0,Unknown
853,7.75,1.83,1.07,1.487,K0,Unknown
854,8.24,12.91,1.06,0.491,F6V,Dwarf
855,6.74,6.52,0.73,-0.074,B7IV,Giant
856,6.83,4.74,0.76,1.429,K4III,Giant
857,7.7,7.1,0.92,0.144,A0,Unknown
858,6.7,1.66,0.61,-0.017,B1V,Dwarf
859,8.67,3.45,1.27,1.037,K0III,Giant
860,9.94,13.51,2.44,0.612,G8V,Dwarf
861,8.73,5.51,0.84,0.563,F7IV,Giant
862,9.63,0.66,1.37,1.462,M0,Unknown
863,6.66,15.06,0.7,0.372,F3/F5IV+...,Giant
864,8.29,5.16,0.87,0.077,A0,Unknown
865,8.47,15.57,1.17,0.574,G5,Unknown
866,8.16,2.91,0.97,1.165,K2,Unknown
867,8.97,8.77,1.49,0.497,F5,Unknown
868,7.51,18.2,0.91,0.503,F8,Unknown
869,8.97,1.74,2.12,0.674,B7IIIe+K3III,Giant
870,8.55,4.38,1.15,0.692,G3V,Dwarf
871,5.84,15.35,0.74,1.0,K0III,Giant
872,7.85,3.75,0.81,0.099,B9,Unknown
873,8.68,7.95,1.08,0.588,G2V,Dwarf
874,8.05,4.86,0.81,0.878,G5,Unknown
875,8.27,1.62,0.92,0.146,B7V,Dwarf
876,7.68,3.48,1.04,1.028,K0III,Giant
877,9.4,9.43,1.0,0.551,F5IV,Giant
878,7.77,8.8,0.8,0.405,F2,Unknown
879,6.89,4.7,0.82,0.951,K0III,Giant
880,7.55,2.46,0.87,1.354,M...,Unknown
881,8.27,7.77,2.24,0.517,F6IV/V,Giant
882,8.16,2.91,1.17,1.677,K5,Unknown
883,8.07,2.95,0.8,-0.015,B9,Unknown
884,7.91,4.0,0.9,0.024,A0,Unknown
885,7.71,2.25,0.98,1.253,K1/K2III,Giant
886,10.16,4.41,1.82,0.689,G2,Unknown
887,8.41,16.45,0.95,0.575,G5,Unknown
888,8.88,1.02,1.19,1.169,K1III,Giant
889,9.64,1.44,1.17,0.56,B5,Unknown
890,7.93,3.61,1.11,1.096,K2,Unknown
891,7.78,4.53,1.05,1.302,M3III,Giant
892,8.9,6.25,1.13,0.5,F5,Unknown
893,8.55,12.6,1.18,0.435,F5V,Dwarf
894,9.15,9.37,1.25,0.477,F8,Unknown
895,10.86,39.19,2.29,1.418,M2,Unknown
896,11.55,24.32,3.25,1.395,M2V:,Dwarf
897,9.08,0.9,1.37,1.076,G5,Unknown
898,7.44,3.61,0.94,0.998,G5,Unknown
899,10.35,-0.33,1.6,1.269,M0,Unknown
900,6.68,4.43,0.73,1.212,K1III,Giant
901,8.85,4.41,0.77,0.585,F8/G0V,Dwarf
902,8.9,8.36,1.21,0.473,F8,Unknown
903,8.24,7.22,0.89,0.184,A2,Unknown
904,6.74,3.88,0.89,1.025,G5,Unknown
905,10.75,4.01,2.07,0.863,K0,Unknown
906,8.44,2.61,1.17,1.33,K0,Unknown
907,7.69,4.21,1.02,1.163,K2,Unknown
908,4.89,52.94,0.77,0.487,F5V,Dwarf
909,11.8,6.13,5.67,0.57,F4,Unknown
910,8.88,4.78,1.23,1.14,K2III,Giant
911,7.7,5.09,1.26,1.2,K0III/IV,Giant
912,8.6,15.08,1.1,0.7,G6V,Dwarf
913,8.44,1.58,1.05,0.127,A3V,Dwarf
914,9.5,35.69,5.14,1.254,K7,Unknown
915,9.03,0.82,1.19,1.406,K0,Unknown
916,7.15,6.06,0.67,1.004,K0,Unknown
917,7.95,29.35,0.95,0.755,K0V,Dwarf
918,8.23,18.6,0.91,0.581,G0,Unknown
919,9.81,4.63,1.57,0.515,G0,Unknown
920,8.48,11.58,1.13,0.473,F3V,Dwarf
921,9.33,3.47,1.9,0.94,K0,Unknown
922,8.97,20.86,2.16,0.807,G6/G8V,Dwarf
923,8.08,2.54,1.14,1.122,K2,Unknown
924,7.47,2.26,0.85,1.532,K0,Unknown
925,8.34,4.31,1.11,0.409,F3V,Dwarf
926,7.75,4.71,0.89,1.152,K2III,Giant
927,8.34,17.0,0.82,0.619,G4V,Dwarf
928,5.41,5.61,0.92,1.346,K2III,Giant
929,7.56,9.91,1.48,0.551,F8...,Unknown
930,6.93,7.77,0.88,0.994,K0III,Giant
931,10.03,21.87,24.76,1.293,K2,Unknown
932,8.69,6.73,1.13,0.185,A0,Unknown
933,9.04,27.46,1.09,0.891,K1V,Dwarf
934,8.32,4.04,1.09,1.12,K2,Unknown
935,7.85,7.57,1.06,0.561,F7V,Dwarf
936,7.21,4.78,0.59,0.916,G8III,Giant
937,8.98,3.36,1.48,0.966,K0IV,Giant
938,7.09,2.16,0.77,0.137,B5II: SB,Giant
939,8.85,8.01,0.94,0.518,F6V,Dwarf
940,9.21,0.53,1.02,0.142,A0V,Dwarf
941,8.61,20.55,1.21,0.643,G0,Unknown
942,7.91,7.11,1.08,1.126,K0p...,Unknown
943,7.47,2.14,1.6,0.2,B8,Unknown
944,8.65,5.08,1.17,1.0,K0,Unknown
945,8.53,6.88,1.58,0.515,F5,Unknown
946,9.92,29.15,1.54,1.071,K5V,Dwarf
947,8.09,4.25,0.94,0.228,B9,Unknown
948,5.24,45.85,0.66,0.459,F3/F5V,Dwarf
949,7.06,1.15,0.74,0.63,F5Ib-II,Giant
950,8.45,10.91,1.15,0.481,F5V,Dwarf
951,8.73,9.29,1.09,0.646,G3/G5V,Dwarf
952,7.45,7.81,0.96,0.891,G5,Unknown
953,9.02,16.48,1.49,0.599,G3V,Dwarf
954,7.51,12.79,1.43,0.491,F5,Unknown
955,7.32,1.99,0.98,0.038,A0,Unknown
956,8.17,1.34,1.1,1.14,K0III,Giant
957,9.45,4.21,1.44,0.26,A0,Unknown
958,9.72,9.92,1.46,0.557,G1V,Dwarf
959,9.34,10.46,1.33,0.695,G5V,Dwarf
960,8.75,4.77,1.28,1.125,G5,Unknown
961,9.32,3.89,1.25,0.625,G3V,Dwarf
962,7.91,10.93,1.05,0.392,F2V,Dwarf
963,7.49,2.05,0.98,1.6,K4III,Giant
964,6.53,7.97,0.79,1.041,K0III,Giant
965,6.18,5.93,0.7,1.467,K4III,Giant
966,8.69,2.85,1.26,0.403,F0,Unknown
967,6.58,6.88,0.76,0.99,K0III,Giant
968,7.8,0.15,0.9,1.634,M1III,Giant
969,7.19,10.9,0.86,0.398,F0,Unknown
970,8.17,3.49,1.01,1.048,K0,Unknown
971,6.56,6.05,0.87,1.074,K0III,Giant
972,8.73,38.88,1.22,1.045,K0,Unknown
973,7.62,17.21,0.76,0.758,G5IV/V,Giant
974,8.66,10.57,1.33,0.43,F5,Unknown
975,8.68,0.0,1.19,1.29,K2III,Giant
976,8.2,2.97,0.97,1.269,K0,Unknown
977,8.96,3.11,1.44,1.243,K0,Unknown
978,7.36,6.68,0.87,1.082,K0,Unknown
979,6.87,9.42,0.74,0.262,F0,Unknown
980,7.6,3.46,0.87,1.314,K0,Unknown
981,5.29,5.33,0.87,1.478,K4III,Giant
982,9.12,4.88,1.22,0.479,F8,Unknown
983,8.25,9.81,1.21,0.448,F5V,Dwarf
984,7.43,10.44,0.83,0.335,F0,Unknown
985,8.88,1.79,1.24,1.047,K0III/IV,Giant
986,7.95,-0.41,0.93,1.537,M...,Unknown
987,7.69,2.89,0.85,1.709,M...,Unknown
988,8.94,4.7,1.22,1.151,K2III,Giant
989,10.58,8.64,1.94,0.6,G0,Unknown
990,10.05,9.1,1.47,0.643,G3/G5V,Dwarf
991,8.88,2.01,1.3,0.934,G5,Unknown
992,9.0,5.47,0.93,0.415,F3V,Dwarf
993,8.24,3.99,1.02,1.583,K5,Unknown
994,8.18,19.39,1.0,0.669,G5,Unknown
995,9.91,2.9,1.53,0.521,F6V,Dwarf
996,8.88,1.76,1.01,0.022,A0,Unknown
997,8.44,24.69,1.2,0.739,K0,Unknown
998,8.73,15.32,1.34,0.707,K0V+...,Dwarf
999,9.12,4.61,1.4,0.471,F3V,Dwarf
1000,9.23,5.62,1.23,0.995,K0III,Giant
1001,8.66,21.09,1.23,0.743,G8/K0V,Dwarf
1002,8.88,4.78,1.04,0.352,F0,Unknown
1003,8.14,5.39,1.46,0.364,F0V,Dwarf
1004,11.67,34.54,11.74,1.48,Unknown,Unknown
1005,7.44,0.07,0.83,1.522,K0,Unknown
1006,7.22,1.73,0.6,0.054,B9.5IV,Giant
1007,6.5,6.3,0.82,1.112,K0,Unknown
1008,10.07,2.07,1.54,0.724,G2,Unknown
1009,7.01,5.28,0.8,1.106,K0,Unknown
1010,8.15,5.91,0.96,0.029,A1V,Dwarf
1011,7.95,15.34,0.99,0.945,K1IV,Giant
1012,8.18,1.12,0.96,1.363,K0,Unknown
1013,10.72,4.48,2.09,0.565,F8,Unknown
1014,9.56,7.06,1.25,0.659,F8V,Dwarf
1015,8.51,4.18,0.96,0.873,G6III,Giant
1016,7.22,4.68,1.06,1.051,K0,Unknown
1017,7.53,4.24,0.87,0.98,K0III,Giant
1018,9.27,8.04,1.34,0.79,G5,Unknown
1019,10.78,3.81,1.97,0.65,Unknown,Unknown
1020,9.85,15.9,1.78,0.939,K0,Unknown
1021,7.34,2.37,0.83,1.639,K2,Unknown
1022,9.55,4.23,1.08,0.353,A5,Unknown
1023,8.19,2.79,1.21,1.345,K0,Unknown
1024,6.63,18.06,0.76,0.402,F2,Unknown
1025,8.63,4.71,1.17,1.1,K0,Unknown
1026,8.8,6.35,1.36,0.725,G3/G5V,Dwarf
1027,9.86,5.72,1.59,0.601,F7/F8V,Dwarf
1028,6.71,1.21,0.8,-0.116,B2V,Dwarf
